case_id,condition,component_id,matched_region_id,matched_iou,plan_available,functional_role,geometry_family,joint_region_count,visible_feature_count
step_wx200,A0_controlled,C03,R06,0.22781495490253137,True,wrist,wrist yoke with clevis and curved link arm,1,2
step_wx200,A0_controlled,C04,R02,0.21955151692803732,True,lower_arm_vertical_column,slender vertical rectangular column,1,1
step_wx200,A0_controlled,C05,R03,0.0,True,shoulder_joint_housing,curved rounded housing block capping column,1,1
step_wx200,A0_controlled,C06,R07,0.2221153846153845,True,gripper,parallel-jaw gripper body with two protruding fingers on rails,1,2
step_wx200,A0_controlled,C07,R01,0.3000546746856208,True,shoulder yoke,twin rectangular upright brackets forming a yoke,1,1
step_wx200,A1_color_only,C00,R00,0.8892717665977485,True,base,revolved drum with flanged base plate,1,3
step_wx200,A1_color_only,C01,R01,0.8245192307692304,True,shoulder housing,rectangular block housing,1,2
step_wx200,A1_color_only,C02,R04,0.378467778931357,True,upper_arm (distal horizontal link segment),slender prismatic link,1,1
step_wx200,A1_color_only,C03,R05,0.7047413793103449,True,wrist yoke,yoke/clevis bracket,1,2
step_wx200,A1_color_only,C04,R06,0.684459965078573,True,gripper housing,block with cover-like housing,1,2
step_wx200,A1_color_only,C05,R07,0.671789906813506,True,fingers,two parallel elongated finger prongs,1,2
step_wx200,A1_color_only,C06,R03,0.005814603600581526,True,wrist elbow housing,compact block/yoke housing,1,1
step_wx200,A1_color_only,C07,R02,0.6185133239831702,True,forearm,slender prismatic link with uniform cross-section,1,2
step_wx200,A2_color_legend,C00,R00,0.9349277266754269,True,base,octagonal flat pedestal with raised central drum and side extension pad,1,3
step_wx200,A2_color_legend,C01,R01,0.6910256410256422,True,shoulder,low vertical drum segment atop base with square shoulder block above,1,2
step_wx200,A2_color_legend,C02,R03,0.7297748123436198,True,forearm,long horizontal slender prismatic link with enlarged end housings,2,2
step_wx200,A2_color_legend,C03,R04,0.7189244038559086,True,wrist,compact curved-link yoke cluster between forearm end and gripper,1,2
step_wx200,A2_color_legend,C04,R05,0.5578400936434434,True,gripper,boxy gripper housing with flange mount,1,2
step_wx200,A2_color_legend,C05,R06,0.6645914396887164,True,finger,pair of slender curved finger blades extending from gripper front,1,2
step_wx200,A2_color_legend,C06,R07,0.23517765968531812,True,wrist,small cylindrical flange disc between wrist link and gripper,1,1
step_wx200,A2_color_legend,C07,R02,0.7469264671769883,True,lower_arm,long vertical prismatic column with intermediate stepped sleeve,2,2
step_wx250s,A0_controlled,C00,R00,0.4882601434325581,True,base mounting plate,flat plate,0,2
step_wx250s,A0_controlled,C01,R01,0.8300675675675678,True,base housing (yaw pedestal),short cylindrical drum with curved skirt transition,1,2
step_wx250s,A0_controlled,C02,R03,0.3714908345083967,True,shoulder joint housing (opposite side),prismatic block,1,1
step_wx250s,A0_controlled,C03,R07,0.5208929593589019,True,forearm main link (long slender tube),long slender prismatic link,1,1
step_wx250s,A0_controlled,C04,R08,0.6480044345898012,True,wrist flange / distal forearm cluster,cylindrical flange plus stepped housing cluster,1,2
step_wx250s,A0_controlled,C05,R04,0.0,True,upper arm link (vertical column),slender prismatic column,2,1
step_wx250s,A0_controlled,C06,R06,0.4556663168940191,True,elbow joint housing / motor-side boss on forearm,bulky housing block,1,1
step_wx250s,A0_controlled,C07,R10,0.5443548387096787,True,gripper finger / fingertip,small finger paddle,1,1
step_wx250s,A0_controlled,C08,R09,0.5670867309117875,True,gripper body / wrist-end effector base,compact rectangular housing with protruding drive block,1,1
step_wx250s,A0_controlled,C09,R02,0.0,True,shoulder joint housing (one side),prismatic block,1,1
step_wx250s,A1_color_only,C00,R00,0.8488471391972676,True,base,cylindrical drum with octagonal foot plate,1,4
step_wx250s,A1_color_only,C01,R01,0.8432207902865054,True,shoulder joint housing,compact blocky housing pair flanking column,1,1
step_wx250s,A1_color_only,C02,R02,0.32826794454552466,True,upper arm link,long slender prismatic link,0,1
step_wx250s,A1_color_only,C03,R03,0.7933470709449522,True,upper arm distal plate,flat elongated plate,0,1
step_wx250s,A1_color_only,C04,R05,0.7621928166351603,True,forearm link with flange,elongated link with cylindrical flange section,0,1
step_wx250s,A1_color_only,C05,R06,0.7048119692680955,True,wrist assembly,compact multi-part wrist cluster,1,1
step_wx250s,A1_color_only,C06,R04,0.6417098332825488,True,elbow joint housing,compact block housing,1,0
step_wx250s,A1_color_only,C07,R08,0.6720000000000005,True,gripper finger (left),small elongated finger prong,1,0
step_wx250s,A1_color_only,C08,R09,0.5443548387096787,True,gripper finger (right),small elongated finger prong,1,0
step_wx250s,A1_color_only,C09,R07,0.4557950875084501,True,gripper body / drive cover,rectangular housing block,1,1
step_wx250s,A2_color_legend,C00,R00,0.8691170949796938,True,base,low cylindrical drum with octagonal mounting flange plate and side extension boss,1,4
step_wx250s,A2_color_legend,C01,R01,0.7559999999999988,True,shoulder joint housing,compact prismatic housing block at column top with angled facets,1,2
step_wx250s,A2_color_legend,C02,R02,0.4711538461538467,True,upper_arm link,long slender prismatic bar,1,2
step_wx250s,A2_color_legend,C03,R03,0.6765519133756862,True,forearm / elbow bracket assembly,stepped block-and-plate assembly with flanged coupler,1,3
step_wx250s,A2_color_legend,C04,R04,0.830165054069437,True,wrist yoke / mid-wrist link,curved yoke-shaped link with flange disc,1,2
step_wx250s,A2_color_legend,C05,R05,0.5097404690380722,True,wrist roll housing,short cylindrical hub with angular top cap,1,1
step_wx250s,A2_color_legend,C06,R06,0.7592969080897927,True,gripper base / drive housing,wide flat housing block wider than wrist,1,2
step_wx250s,A2_color_legend,C07,R07,0.7322014051522254,True,gripper finger (left),elongated finger with L-shaped cross-section tip,1,1
step_wx250s,A2_color_legend,C08,R08,0.7601139601139606,True,gripper finger (right),elongated finger with L-shaped cross-section tip,1,1
step_wx250s,A2_color_legend,C09,R09,0.0,True,upper shoulder/elbow joint housing at top of arm (second housing mass),blocky joint housing with chamfered faces atop column,1,1
